ref_value,publisher_verification
http://addons.mozilla.org,non_trad_news
http://americanart.si.edu,trad_news
http://amturing.acm.org,trad_news
http://archive.org,trad_news
http://art.famsf.org,trad_news
http://backuppc.cvs.sourceforge.net,trad_news
http://bbfc.co.uk,nw
http://bbti.bodleian.ox.ac.uk,no_profit
http://blog.mathieui.net,trad_news
http://blog.torproject.org,trad_news
http://blogs.windows.com,trad_news
http://books.google.co.uk,nw
http://chem.nlm.nih.gov,trad_news
http://chibi.ubc.ca,trad_news
http://collection.cooperhewitt.org,trad_news
http://collections.artsmia.org,trad_news
http://collections.britishart.yale.edu,trad_news
http://collections.lacma.org,no_profit
http://commons.wikimedia.org,no_profit
http://daccess-ods.un.org,trad_news
http://data.ordnancesurvey.co.uk,trad_news
http://electronicintifada.net,trad_news
http://en.mediamass.net,trad_news
http://en.wikisource.org,vendor
http://eprints.lancs.ac.uk,trad_news
http://espn.go.com,trad_news
http://fdrmx.com,trad_news
http://fedoraproject.org,trad_news
http://feed.snapdo.com,ne
http://ffilms.org,trad_news
http://fie.org,trad_news
http://firstcycling.com,trad_news
http://flymotorsich.com,trad_news
http://fmg.ac,ne
http://forum.mql4.com,trad_news
http://fossilworks.org,trad_news
http://freemind.sourceforge.net,trad_news
http://ftp.debian-ports.org,trad_news
http://geonames.usgs.gov,trad_news
http://git.gnome.org,no_profit
http://git.kernel.org,trad_news
http://github.com,trad_news
http://groups.google.com,trad_news
http://iba-world.com,trad_news
http://id.loc.gov,yes
http://identifiers.org,trad_news
http://iditarod.com,trad_news
http://independentlibraries.co.uk,trad_news
http://instagram.com,nw
http://itunes.apple.com,trad_news
http://killiefc.com,trad_news
http://lawandorder.wikia.com,trad_news
http://library.la84.org,no_profit
http://lists.alioth.debian.org,nw
http://lists.freebsd.org,trad_news
http://lists.gnu.org,trad_news
http://lists.nongnu.org,nw
http://lists.torproject.org,trad_news
http://m.timesofindia.com,trad_news
http://mail-archives.apache.org,trad_news
http://man.9front.org,no_profit
http://marvel.com,trad_news
http://movie-locations.com,trad_news
http://movieweb.com,trad_news
http://mpse.org,trad_news
http://new.liveauctioneers.com,trad_news
http://olat.org,trad_news
http://oneprocycling.com,trad_news
http://peerj.com,trad_news
http://phoronix.com,trad_news
http://planetarynames.wr.usgs.gov,trad_news
http://pubchem.ncbi.nlm.nih.gov,trad_news
http://puppet.com,trad_news
http://ratings.fide.com,trad_news
http://runeberg.org,non_trad_news
http://sourceforge.net,trad_news
http://spamassassin.apache.org,trad_news
http://speedskatingstats.com,non_trad_news
http://splitsider.com,trad_news
http://sports.yahoo.com,trad_news
http://support.google.com,trad_news
http://thedancingrest.com,trad_news
http://tools.ietf.org,trad_news
http://uk.soccerway.com,trad_news
http://viaf.org,trad_news
http://vimeo.com,trad_news
http://vk.com,trad_news
http://vocab.getty.edu,trad_news
http://web.archive.org,trad_news
http://whc.unesco.org,trad_news
http://www.4shared.com,trad_news
http://www.aada.edu,academia_pub
http://www.allmusic.com,trad_news
http://www.arabianbusiness.com,trad_news
http://www.archive.org,cultural
http://www.archlinux.org,trad_news
http://www.artistdirect.com,nw
http://www.artsjournal.com,trad_news
http://www.audacityteam.org,trad_news
http://www.bbc.co.uk,trad_news
http://www.billgladstone.ca,trad_news
http://www.bindingdb.org,yes
http://www.bizjournals.com,trad_news
http://www.blackfilm.com,trad_news
http://www.blakeschool.org,trad_news
http://www.blend4web.com,trad_news
http://www.boxofficemojo.com,trad_news
http://www.bristol.ac.uk,ne
http://www.britannica.com,non_trad_news
http://www.brooklynmuseum.org,trad_news
http://www.businessinsider.com,trad_news
http://www.bvbinfo.com,trad_news
http://www.canada.com,trad_news
http://www.catholic-hierarchy.org,trad_news
http://www.cb300.com,trad_news
http://www.cdbaby.com,trad_news
http://www.census.gov,trad_news
http://www.ciaaw.org,academia_pub
http://www.clsp.jhu.edu,trad_news
http://www.coolantarctica.com,trad_news
http://www.crawltrack.net,non_trad_news
http://www.crunchbase.com,trad_news
http://www.cyclingnews.com,trad_news
http://www.debian.org,trad_news
http://www.dubaicityguide.com,trad_news
http://www.dulwichpicturegallery.org.uk,trad_news
http://www.e-yearbook.com,trad_news
http://www.edanhughes.com,trad_news
http://www.entente-ee.com,trad_news
http://www.esrb.org,trad_news
http://www.eurodressage.com,nw
http://www.eurohandball.com,trad_news
http://www.europarl.europa.eu,non_trad_news
http://www.filmreference.com,nw
http://www.findagrave.com,ne
http://www.fundacionbancosantander.com,trad_news
http://www.futhead.com,trad_news
http://www.fye.com,trad_news
http://www.gc-cup.com,ne
http://www.genome.gov,trad_news
http://www.geonames.org,ne
http://www.geopostcodes.com,non_trad_news
http://www.getty.edu,trad_news
http://www.ghostscript.com,trad_news
http://www.gmv.com,trad_news
http://www.gracesguide.co.uk,trad_news
http://www.guggenheim.org,trad_news
http://www.hardcoregamer.com,trad_news
http://www.henry-moore.org,acadmia_uni
http://www.hewlett.org,trad_news
http://www.hmdb.ca,vendor
http://www.holyhead.com,trad_news
http://www.huffingtonpost.com,trad_news
http://www.independent.co.uk,trad_news
http://www.instagram.com,trad_news
http://www.issf-sports.org,trad_news
http://www.ittf.com,trad_news
http://www.itu.int,trad_news
http://www.johnkcastle.com,trad_news
http://www.jrrio.com,trad_news
http://www.judoinside.com,trad_news
http://www.kde.org,trad_news
http://www.khronos.org,trad_news
http://www.laquadrature.net,trad_news
http://www.leparcorama.com,trad_news
http://www.liferay.com,trad_news
http://www.liveleak.com,trad_news
http://www.livius.org,trad_news
http://www.lulu.com,trad_news
http://www.lutyenstrust.org.uk,trad_news
http://www.lynnnews.co.uk,trad_news
http://www.mba.ac.uk,trad_news
http://www.metacritic.com,trad_news
http://www.metalstorm.net,non_trad_news
http://www.metmuseum.org,non_trad_news
http://www.mfa.org,trad_news
http://www.microsofttranslator.com,trad_news
http://www.moma.org,non_trad_news
http://www.mozilla.org,trad_news
http://www.music-bazaar.com,trad_news
http://www.nationalgallery.org.uk,non_trad_news
http://www.nationaltrustcollections.org.uk,trad_news
http://www.ncbi.nlm.nih.gov,trad_news
http://www.newyorker.com,trad_news
http://www.nfl.com,trad_news
http://www.nga.gov,trad_news
http://www.nndb.com,trad_news
http://www.nndc.bnl.gov,trad_news
http://www.nytimes.com,trad_news
http://www.openvas.org,trad_news
http://www.oregonencyclopedia.org,acadmia_pub
http://www.pafa.org,trad_news
http://www.pastscape.org.uk,trad_news
http://www.philamuseum.org,trad_news
http://www.phillipscollection.org,trad_news
http://www.poetsgraves.co.uk,nw
http://www.procyclingstats.com,trad_news
http://www.profilecanada.com,trad_news
http://www.progarchives.com,trad_news
http://www.rada.ac.uk,academia_pub
http://www.redmine.org,yes
http://www.redorbit.com,trad_news
http://www.rhapsody.com,non_trad_news
http://www.rio2016.com,trad_news
http://www.rollingstone.com,trad_news
http://www.salvador-dali.org,trad_news
http://www.scottisharchitects.org.uk,trad_news
http://www.sctimes.com,trad_news
http://www.sothebys.com,trad_news
http://www.sufyanismail.com,ne
http://www.telegraph.co.uk,nw
http://www.thegazette.co.uk,trad_news
http://www.theguardian.com,trad_news
http://www.thestar.com,nw
http://www.thetalentmanager.co.uk,trad_news
http://www.thetelegraphandargus.co.uk,trad_news
http://www.thnk.org,trad_news
http://www.transsiberianexpress.net,trad_news
http://www.tvfestival.com,trad_news
http://www.unesco.org,trad_news
http://www.valpo.edu,trad_news
http://www.viaf.org,trad_news
http://www.virtualbox.org,trad_news
