user,kappa,agree_count,kappa_bin
42298345,0.3023255813953488,13,0.2–0.4
33163510,0.53125,12,0.4–0.6
41983503,0.46853146853146854,15,0.4–0.6
11746564,0.31034482758620685,14,0.2–0.4
42708352,0.180327868852459,15,0–0.2
11376021,0.4375,15,0.4–0.6
40652679,0.5227272727272727,18,0.4–0.6
40263699,0.3928571428571428,13,0.2–0.4
41141777,0.6363636363636364,15,0.6–0.8
40893415,0.26315789473684215,17,0.2–0.4
41881477,0.0,14,<0
38687371,0.451923076923077,16,0.4–0.6
40914155,0.5116279069767442,18,0.4–0.6
36624581,-0.10526315789473673,11,<0
39419117,-0.034482758620689724,17,<0
34307153,0.6491228070175439,19,0.6–0.8
41399716,-0.07692307692307687,11,<0
42160208,0.36250000000000004,14,0.2–0.4
39632557,0.4242424242424243,15,0.4–0.6
38514103,0.21739130434782616,15,0.2–0.4
33599386,0.3715846994535519,18,0.2–0.4
39499917,0.52,14,0.4–0.6
42629269,0.5227272727272727,18,0.4–0.6
42084122,0.4339622641509435,17,0.4–0.6
41870409,0.09523809523809523,14,0–0.2
25388841,0.31088082901554415,12,0.2–0.4
40844959,0.3396226415094339,16,0.2–0.4
41571503,0.0,17,<0
13180246,0.29104477611940294,14,0.2–0.4
42354707,0.44999999999999996,20,0.4–0.6
40861787,0.4117647058823529,17,0.4–0.6
34856865,0.0,14,<0
42661633,0.6440677966101694,20,0.6–0.8
31933957,0.7741935483870968,20,0.6–0.8
42156004,0.44067796610169485,19,0.4–0.6
41834005,0.44736842105263164,19,0.4–0.6
39965755,1.0,20,0.8–1.0
25411600,0.6428571428571428,19,0.6–0.8
38427455,0.7755102040816326,21,0.6–0.8
23197558,1.0,20,0.8–1.0
20039972,0.3617021276595743,17,0.2–0.4
42540709,0.0,14,<0
39920459,0.0,12,<0
36603824,0.4285714285714286,10,0.4–0.6
37589406,0.0,16,<0
14826952,-0.0714285714285714,17,<0
42421443,-0.11764705882352944,14,<0
38922919,0.23076923076923084,16,0.2–0.4
11003055,0.0,17,<0
39757852,-0.125,7,<0
41142695,-0.034482758620689724,13,<0
42155896,-0.0625,14,<0
12999735,0.2500000000000001,11,0.2–0.4
33868190,-0.07526881720430123,15,<0
35169212,-0.0847457627118644,12,<0
40842537,0.5359116022099447,17,0.4–0.6
37444582,0.3972602739726028,16,0.2–0.4
42404850,0.2542372881355932,18,0.2–0.4
40957436,0.0,18,<0
41451114,0.0,18,<0
26079868,0.6363636363636364,15,0.6–0.8
