user,kappa,agree_count,kappa_bin
22245763,0.10091743119266061,7,0–0.2
41189648,0.1884057971014491,8,0–0.2
38527054,0.071090047393365,7,0–0.2
21353389,0.061224489795918435,5,0–0.2
30286087,0.13533834586466154,8,0–0.2
41166195,-0.0015552099533437946,5,<0
29549959,0.1428571428571429,10,0–0.2
36596402,0.11178247734138969,7,0–0.2
41630623,0.17159763313609477,8,0–0.2
36401048,0.44736842105263164,4,0.4–0.6
38012668,0.44736842105263164,4,0.4–0.6
39757852,0.2198142414860681,10,0.2–0.4
37004408,0.26315789473684204,16,0.2–0.4
42404850,0.2758620689655171,4,0.2–0.4
11003055,0.41666666666666674,5,0.4–0.6
36126653,0.09278350515463918,6,0–0.2
34630521,0.2758620689655171,4,0.2–0.4
41830537,0.17647058823529405,12,0–0.2
40289526,0.1910112359550562,10,0–0.2
42021855,0.1079646017699114,10,0–0.2
35023525,0.025000000000000022,8,0–0.2
32227852,0.07638888888888884,9,0–0.2
38588940,0.23966942148760317,11,0.2–0.4
15439343,0.03797468354430378,9,0–0.2
38482942,0.1405492730210015,9,0–0.2
36606873,0.11811023622047256,8,0–0.2
36019136,0.3251833740831295,11,0.2–0.4
39538622,0.21348314606741592,13,0.2–0.4
42355492,0.22529644268774696,14,0.2–0.4
40676540,-0.20689655172413812,2,<0
38354683,0.26315789473684215,13,0.2–0.4
38896482,0.10849056603773577,12,0–0.2
38812803,0.20604914933837415,13,0.2–0.4
36725706,0.32800000000000007,16,0.2–0.4
41399716,0.0,1,<0
30128662,0.0,0,<0
38470591,0.33596837944664026,16,0.2–0.4
42274879,0.3550863723608445,16,0.2–0.4
42155896,0.2918287937743189,15,0.2–0.4
28012625,0.1876208897485494,13,0–0.2
40263699,0.3372781065088758,16,0.2–0.4
32692232,0.3040152963671129,15,0.2–0.4
41364530,0.04390243902439028,7,0–0.2
24920185,0.25806451612903225,10,0.2–0.4
38762820,0.2120075046904315,13,0.2–0.4
39347158,0.27710843373493976,13,0.2–0.4
34144126,0.2873239436619719,12,0.2–0.4
36621052,0.07216494845360821,3,0–0.2
38911211,0.2785829307568438,12,0.2–0.4
40335604,0.17512274959083474,10,0–0.2
39759039,0.19617224880382755,10,0–0.2
31001292,0.24694376528117357,17,0.2–0.4
38427455,0.14864864864864857,10,0–0.2
28375885,0.25,4,0.2–0.4
35271549,0.0846953937592867,6,0–0.2
39499917,0.1322314049586777,13,0–0.2
42405769,0.19279279279279282,12,0–0.2
40004501,0.2863568215892054,11,0.2–0.4
32417589,0.456896551724138,19,0.4–0.6
32655193,0.3283582089552237,4,0.2–0.4
34240529,0.4065510597302504,17,0.4–0.6
18526351,0.2774193548387096,12,0.2–0.4
26854674,0.46153846153846156,4,0.4–0.6
41866146,0.15294117647058825,10,0–0.2
32108646,0.21541155866900163,12,0.2–0.4
42543391,0.14807302231237307,13,0–0.2
41831526,0.26315789473684204,3,0.2–0.4
31983808,0.0344827586206895,3,0–0.2
42226985,0.14634146341463405,2,0–0.2
37636971,0.6216216216216216,5,0.6–0.8
38713068,0.4473684210526315,4,0.4–0.6
40074281,0.5935483870967742,15,0.4–0.6
40279599,-0.22499999999999987,0,<0
41841779,0.14634146341463394,2,0–0.2
38273134,0.2061855670103092,10,0.2–0.4
36374994,0.125,1,0–0.2
36257971,0.5,2,0.4–0.6
40883816,0.4,4,0.2–0.4
