user,kappa,agree_count,kappa_bin
22245763,0.39350180505415155,13,0.2–0.4
41189648,0.16455696202531644,7,0–0.2
38527054,0.17842323651452274,13,0–0.2
21353389,0.42553191489361697,12,0.4–0.6
30286087,0.40284360189573454,11,0.4–0.6
41166195,0.13857677902621712,13,0–0.2
29549959,0.4021352313167259,17,0.4–0.6
36596402,0.21501706484641647,13,0.2–0.4
41630623,0.31436314363143636,12,0.2–0.4
36401048,0.7272727272727273,5,0.6–0.8
38012668,0.7272727272727273,5,0.6–0.8
39757852,0.30602409638554207,12,0.2–0.4
37004408,0.1729323308270676,12,0–0.2
42404850,,2,
11003055,,2,
36126653,0.33333333333333337,11,0.2–0.4
34630521,,2,
41830537,0.22077922077922074,14,0.2–0.4
40289526,-0.010830324909747224,6,<0
42021855,0.125,13,0–0.2
35023525,0.33333333333333337,9,0.2–0.4
32227852,0.15083798882681543,11,0–0.2
38588940,0.2142857142857142,13,0.2–0.4
15439343,0.026490066225165476,14,0–0.2
38482942,0.2666666666666667,12,0.2–0.4
36606873,0.2621951219512194,11,0.2–0.4
36019136,0.21182266009852202,12,0.2–0.4
39538622,0.36111111111111116,16,0.2–0.4
42355492,0.15517241379310331,14,0–0.2
40676540,0.0,5,<0
38354683,-0.018656716417910335,8,<0
38896482,0.021739130434782483,9,0–0.2
38812803,0.26436781609195403,16,0.2–0.4
36725706,0.32600732600732607,15,0.2–0.4
41399716,0.0,0,<0
30128662,0.33333333333333337,1,0.2–0.4
38470591,0.12871287128712872,13,0–0.2
42274879,0.04294478527607348,11,0–0.2
42155896,0.09999999999999987,12,0–0.2
28012625,0.125,13,0–0.2
40263699,0.012345679012345845,12,0–0.2
32692232,-0.02564102564102555,10,<0
41364530,0.013698630136986356,6,0–0.2
24920185,0.5108695652173912,13,0.4–0.6
38762820,0.14193548387096766,12,0–0.2
39347158,0.12,9,0–0.2
34144126,0.7068965517241379,15,0.6–0.8
36621052,0.16521739130434787,4,0–0.2
38911211,0.08212560386473433,9,0–0.2
40335604,0.39655172413793105,13,0.2–0.4
39759039,0.20161290322580627,7,0.2–0.4
31001292,0.1964285714285714,16,0–0.2
38427455,0.11935483870967734,8,0–0.2
28375885,-0.19999999999999996,1,<0
35271549,0.24056603773584906,9,0.2–0.4
39499917,0.34751773049645396,15,0.2–0.4
42405769,0.20204603580562652,11,0.2–0.4
40004501,0.16221765913757702,7,0–0.2
32417589,0.22891566265060237,16,0.2–0.4
32655193,0.5102040816326531,5,0.4–0.6
34240529,0.4056603773584906,15,0.4–0.6
18526351,0.25358851674641136,11,0.2–0.4
26854674,0.0,2,<0
41866146,0.22629969418960239,12,0.2–0.4
32108646,0.1711711711711711,11,0–0.2
42543391,0.22999999999999987,15,0.2–0.4
41831526,0.0,2,<0
31983808,0.0,5,<0
42226985,0.0,2,<0
37636971,0.0,4,<0
38713068,0.0,3,<0
40074281,0.3434343434343434,8,0.2–0.4
40279599,0.0,2,<0
41841779,0.0,0,<0
38273134,0.3971631205673758,12,0.2–0.4
36374994,0.11764705882352933,1,0–0.2
36257971,1.0,3,0.8–1.0
40883816,0.1428571428571429,3,0–0.2
