user,kappa,agree_count,kappa_bin
29415754,-0.005524861878453136,1,<0
41189648,0.012658227848101222,1,0–0.2
36268643,0.0,1,<0
28375885,0.005464480874317057,1,0–0.2
39006856,0.013698630136986245,1,0–0.2
32108646,-0.01807228915662651,0,<0
41866146,0.04666666666666652,2,0–0.2
11003055,-0.03409090909090917,1,<0
35271549,-0.059459459459459296,0,<0
41166195,-0.024390243902439046,2,<0
33973110,-0.01807228915662651,0,<0
36946810,0.0,0,<0
25879918,0.06666666666666665,1,0–0.2
40215755,0.004739336492891155,1,0–0.2
42155896,-0.015544041450777257,0,<0
37589406,0.02654867256637161,1,0–0.2
42414846,0.009433962264150941,1,0–0.2
25411600,-0.07006369426751591,2,<0
35077385,-0.02083333333333326,0,<0
42023252,0.034482758620689724,4,0–0.2
40297287,-0.010101010101009944,0,<0
15439343,-0.03846153846153855,0,<0
39073124,0.05376344086021512,3,0–0.2
32073845,-0.009615384615384581,1,<0
36113457,-0.03680981595092003,0,<0
39920459,-0.02083333333333326,0,<0
35377304,-0.02083333333333326,0,<0
37869484,-0.018099547511312153,0,<0
40245758,0.025316455696202445,3,0–0.2
42402413,0.06666666666666665,2,0–0.2
35644614,-0.0044642857142858094,0,<0
34550698,0.07692307692307687,1,0–0.2
42472203,0.05982905982905984,1,0–0.2
35597807,-0.011111111111111072,1,<0
32417589,-0.05527638190954787,1,<0
33805118,0.0,0,<0
25864227,-0.00512820512820511,0,<0
40338958,0.0,0,<0
41142695,-0.00512820512820511,0,<0
33731955,-0.12068965517241392,2,<0
42472271,-0.06635071090047395,0,<0
42471779,0.04761904761904745,1,0–0.2
34098122,0.1578947368421053,2,0–0.2
36922135,0.042553191489361764,1,0–0.2
31001292,0.14285714285714268,1,0–0.2
39554633,0.031055900621118182,1,0–0.2
39538622,0.09493670886075956,2,0–0.2
41110198,-0.019607843137254832,1,<0
34630521,0.0,1,<0
39616594,0.3846153846153846,2,0.2–0.4
27985936,-0.013513513513513375,0,<0
42405769,0.15254237288135597,5,0–0.2
40640600,-0.04477611940298498,1,<0
38164483,0.13483146067415708,3,0–0.2
34391904,0.016393442622950838,1,0–0.2
34417954,0.09677419354838712,1,0–0.2
38511900,0.1095890410958903,2,0–0.2
42472222,-0.008333333333333304,0,<0
11021010,-0.006968641114982521,0,<0
39332461,0.016216216216216273,1,0–0.2
41652222,0.0,2,<0
35673676,0.0,0,<0
40323250,0.008849557522123908,2,0–0.2
35597778,0.0625,1,0–0.2
33732609,0.03191489361702127,1,0–0.2
35679318,0.023255813953488302,1,0–0.2
38040317,-0.04347826086956519,0,<0
35597774,-0.03597122302158273,0,<0
33573033,0.07042253521126751,1,0–0.2
36531316,0.004739336492890933,1,0–0.2
40640602,0.006369426751592355,1,0–0.2
32717039,0.006369426751592466,1,0–0.2
38040405,-0.012499999999999956,0,<0
35597784,0.04712041884816753,1,0–0.2
35077324,0.0,0,<0
36621052,0.0,0,<0
30055681,-0.02617801047120416,0,<0
38427455,-2.220446049250313e-16,0,<0
32777849,-0.02857142857142847,0,<0
29971516,-0.04166666666666674,0,<0
21353389,0.0,0,<0
36820845,0.0,0,<0
42372714,-0.008968609865470878,0,<0
40950428,0.013698630136986245,1,0–0.2
38012668,0.005464480874316946,1,0–0.2
42565441,0.018867924528301994,1,0–0.2
11051473,0.0,1,<0
33827939,0.045454545454545525,2,0–0.2
36596402,0.09411764705882353,3,0–0.2
42259233,0.03144654088050314,3,0–0.2
38040154,-0.06849315068493156,1,<0
35077410,-0.07643312101910826,0,<0
15925358,0.21052631578947367,2,0.2–0.4
33803814,0.0,1,<0
42471886,0.0,1,<0
35597775,0.0,0,<0
42530712,0.0,1,<0
6355877,-0.07586206896551739,1,<0
37660122,0.0,1,<0
41983503,-0.1200000000000001,1,<0
32774592,0.11888111888111896,5,0–0.2
39731476,0.0,0,<0
42471936,-0.02564102564102555,2,<0
34436396,0.0,0,<0
40640510,-0.19047619047619047,0,<0
35597733,0.0,0,<0
32655193,-0.04166666666666674,0,<0
36606873,-0.061224489795918435,1,<0
38425753,0.0,0,<0
39201925,-2.220446049250313e-16,0,<0
42472244,0.0,0,<0
42024632,0.0,0,<0
39140287,0.0,0,<0
35597791,-0.04166666666666652,0,<0
37693831,0.0,0,<0
